unknown	document	note	3630 nodes, 101 of them focusable, at 1 device pixels per CSS pixel
unknown	rect	node:5	596.0 4517.0 8.0 18.0
unknown	rect	node:6	618.0 4510.0 32.0 32.0
unknown	rect	node:6	630.0 4517.0 8.0 18.0
unknown	rect	node:7	652.0 4510.0 32.0 32.0
unknown	rect	node:7	664.0 4517.0 8.0 18.0
unknown	rect	node:8	686.0 4510.0 32.0 32.0
unknown	rect	node:8	698.0 4517.0 8.0 18.0
unknown	rect	node:9	720.0 4510.0 32.0 32.0
unknown	rect	node:9	732.0 4517.0 8.0 18.0
unknown	rect	node:10	754.0 4510.0 32.0 32.0
unknown	rect	node:10	763.0 4517.0 14.9 18.0
unknown	rect	node:11	788.0 4510.0 32.0 32.0
unknown	rect	node:11	797.0 4517.0 14.9 18.0
unknown	rect	node:12	584.0 4544.0 32.0 32.0
unknown	rect	node:12	593.0 4551.0 14.9 18.0
unknown	rect	node:13	618.0 4544.0 32.0 32.0
unknown	rect	node:13	627.0 4551.0 14.9 18.0
unknown	rect	node:14	652.0 4544.0 32.0 32.0
unknown	rect	node:14	661.0 4551.0 14.9 18.0
unknown	rect	node:15	686.0 4544.0 32.0 32.0
unknown	rect	node:15	695.0 4551.0 14.9 18.0
unknown	rect	node:16	720.0 4544.0 32.0 32.0
unknown	rect	node:16	729.0 4551.0 14.9 18.0
unknown	rect	node:17	754.0 4544.0 32.0 32.0
unknown	rect	node:17	763.0 4551.0 14.9 18.0
unknown	rect	node:18	788.0 4544.0 32.0 32.0
unknown	rect	node:18	797.0 4551.0 14.9 18.0
unknown	rect	node:19	584.0 4578.0 32.0 32.0
unknown	rect	node:19	593.0 4585.0 14.9 18.0
unknown	rect	node:20	618.0 4578.0 32.0 32.0
unknown	rect	node:20	627.0 4585.0 14.9 18.0
unknown	rect	node:21	652.0 4578.0 32.0 32.0
unknown	rect	node:21	661.0 4585.0 14.9 18.0
unknown	rect	node:22	686.0 4578.0 32.0 32.0
unknown	rect	node:22	695.0 4585.0 14.9 18.0
unknown	rect	node:23	720.0 4578.0 32.0 32.0
unknown	rect	node:23	729.0 4585.0 14.9 18.0
unknown	rect	node:24	754.0 4578.0 32.0 32.0
unknown	rect	node:24	763.0 4585.0 14.9 18.0
unknown	rect	node:25	788.0 4578.0 32.0 32.0
unknown	rect	node:25	797.0 4585.0 14.9 18.0
unknown	rect	node:26	584.0 4612.0 32.0 32.0
unknown	rect	node:26	593.0 4619.0 14.9 18.0
unknown	rect	node:27	618.0 4612.0 32.0 32.0
unknown	rect	node:27	627.0 4619.0 14.9 18.0
unknown	rect	node:28	652.0 4612.0 32.0 32.0
unknown	rect	node:28	661.0 4619.0 14.9 18.0
unknown	rect	node:29	686.0 4612.0 32.0 32.0
unknown	rect	node:29	695.0 4619.0 14.9 18.0
unknown	rect	node:30	720.0 4612.0 32.0 32.0
unknown	rect	node:30	729.0 4619.0 14.9 18.0
unknown	rect	node:31	754.0 4612.0 32.0 32.0
unknown	rect	node:31	763.0 4619.0 14.9 18.0
unknown	rect	node:1	788.0 4612.0 32.0 32.0
unknown	rect	node:1	800.0 4619.0 8.0 18.0
unknown	rect	node:2	584.0 4646.0 32.0 32.0
unknown	rect	node:2	596.0 4653.0 8.0 18.0
unknown	rect	node:3	618.0 4646.0 32.0 32.0
unknown	rect	node:3	630.0 4653.0 8.0 18.0
unknown	rect	node:4	652.0 4646.0 32.0 32.0
unknown	rect	node:4	664.0 4653.0 8.0 18.0
unknown	rect	node:5	686.0 4646.0 32.0 32.0
unknown	rect	node:5	698.0 4653.0 8.0 18.0
unknown	rect	node:6	720.0 4646.0 32.0 32.0
unknown	rect	node:6	732.0 4653.0 8.0 18.0
unknown	rect	node:7	754.0 4646.0 32.0 32.0
unknown	rect	node:7	766.0 4653.0 8.0 18.0
unknown	rect	node:8	788.0 4646.0 32.0 32.0
unknown	rect	node:8	800.0 4653.0 8.0 18.0
unknown	rect	node:Pick a date	571.0 4699.0 280.0 38.0
unknown	rect	node:Pick a date	571.0 4699.0 280.0 38.0
unknown	rect	node:Pick a date	584.0 4708.0 66.0 20.0
unknown	rect	node:Virtualised lista hundred thousand rows,	884.0 4320.0 270.0 271.0
unknown	rect	node:Virtualised list	901.0 4337.0 236.0 24.0
unknown	rect	node:a hundred thousand rows, of which a coup	901.0 4365.0 236.0 33.0
unknown	rect	node:row 0row 1row 2row 3row 4row 5row 6row 7	901.0 4402.0 236.0 172.0
unknown	rect	node:row 0row 1row 2row 3row 4row 5row 6row 7	901.0 4414.0 236.0 160.0
unknown	rect	node:row 0row 1row 2row 3row 4row 5row 6row 7	910.0 4423.0 203.0 2399967.0
unknown	rect	node:row 0	910.0 4423.0 203.0 21.0
unknown	rect	node:row 1	910.0 4444.0 203.0 21.0
unknown	rect	node:row 2	910.0 4465.0 203.0 21.0
unknown	rect	node:row 3	910.0 4486.0 203.0 21.0
unknown	rect	node:row 4	910.0 4507.0 203.0 21.0
unknown	rect	node:row 5	910.0 4528.0 203.0 21.0
unknown	rect	node:row 6	910.0 4549.0 203.0 21.0
unknown	rect	node:row 7	910.0 4570.0 203.0 21.0
unknown	rect	node:row 8	910.0 4591.0 203.0 21.0
unknown	rect	node:row 9	910.0 4612.0 203.0 21.0
unknown	rect	node:row 10	910.0 4633.0 203.0 21.0
unknown	rect	node:Turned typeone run at five angles, and s	24.0 5240.0 514.0 529.0
unknown	rect	node:Turned type	41.0 5257.0 480.0 24.0
unknown	rect	node:one run at five angles, and skewed and s	41.0 5285.0 480.0 16.0
unknown	rect	node:rotationHlturn 0Hlturn 30Hlturn 60Hlturn	41.0 5305.0 480.0 447.0
unknown	rect	node:rotationHlturn 0Hlturn 30Hlturn 60Hlturn	41.0 5317.0 480.0 278.0
unknown	rect	node:rotation	41.0 5317.0 480.0 17.0
unknown	rect	node:Hlturn 0Hlturn 30Hlturn 60Hlturn 90Hltur	41.0 5338.0 480.0 257.0
unknown	rect	node:Hlturn 0	41.0 5338.0 104.0 124.0
unknown	rect	node:Hl	41.0 5338.0 104.0 104.0
unknown	rect	node:Hl	77.0 5367.0 32.0 45.0
unknown	rect	node:turn 0	77.0 5446.0 32.0 16.0
unknown	rect	node:Hlturn 30	153.0 5338.0 104.0 124.0
unknown	rect	node:Hl	153.0 5338.0 104.0 104.0
unknown	rect	node:Hl	189.0 5367.0 32.0 45.0
unknown	rect	node:turn 30	186.0 5446.0 38.0 16.0
unknown	rect	node:Hlturn 60	265.0 5338.0 104.0 124.0
unknown	rect	node:Hl	265.0 5338.0 104.0 104.0
unknown	rect	node:Hl	301.0 5367.0 32.0 45.0
unknown	rect	node:turn 60	298.0 5446.0 38.0 16.0
unknown	rect	node:Hlturn 90	377.0 5338.0 104.0 124.0
unknown	rect	node:Hl	377.0 5338.0 104.0 104.0
unknown	rect	node:Hl	413.0 5367.0 32.0 45.0
unknown	rect	node:turn 90	410.0 5446.0 38.0 16.0
unknown	rect	node:Hlturn 135	41.0 5470.0 104.0 125.0
unknown	rect	node:Hl	41.0 5470.0 104.0 104.0
unknown	rect	node:Hl	77.0 5500.0 32.0 45.0
unknown	rect	node:turn 135	71.0 5578.0 44.0 17.0
unknown	rect	node:skew and non-uniform scaleAgskewAgscale 	41.0 5607.0 480.0 145.0
unknown	rect	node:skew and non-uniform scale	41.0 5607.0 480.0 16.0
unknown	rect	node:AgskewAgscale wideAgscale tall	41.0 5627.0 480.0 125.0
unknown	rect	node:Agskew	41.0 5627.0 104.0 125.0
unknown	rect	node:Ag	41.0 5627.0 104.0 104.0
unknown	rect	node:Ag	73.0 5657.0 40.0 45.0
unknown	rect	node:skew	80.0 5735.0 26.0 17.0
unknown	rect	node:Agscale wide	153.0 5627.0 104.0 125.0
unknown	rect	node:Ag	153.0 5627.0 104.0 104.0
unknown	rect	node:Ag	185.0 5657.0 40.0 45.0
unknown	rect	node:scale wide	178.0 5735.0 54.0 17.0
unknown	rect	node:Agscale tall	265.0 5627.0 104.0 125.0
unknown	rect	node:Ag	265.0 5627.0 104.0 104.0
unknown	rect	node:Ag	297.0 5657.0 40.0 45.0
unknown	rect	node:scale tall	295.0 5735.0 44.0 17.0
unknown	rect	node:Text on a turned carda whole component r	554.0 5240.0 314.0 324.0
unknown	rect	node:Text on a turned card	571.0 5257.0 280.0 24.0
unknown	rect	node:a whole component rotated, text and all	571.0 5285.0 280.0 16.0
unknown	rect	node:Nine degrees overEvery run inside a rota	571.0 5305.0 280.0 242.0
unknown	rect	node:Nine degrees overEvery run inside a rota	571.0 5317.0 280.0 230.0
unknown	rect	node:Nine degrees overEvery run inside a rota	571.0 5352.0 280.0 160.0
unknown	rect	node:Nine degrees overEvery run inside a rota	572.0 5353.0 278.0 88.0
unknown	rect	node:Nine degrees over	596.0 5377.0 230.0 24.0
unknown	rect	node:Every run inside a rotated box is turned	596.0 5405.0 230.0 36.0
unknown	rect	node:OutlinedNot tiled	572.0 5441.0 278.0 70.0
unknown	rect	node:OutlinedNot tiled	596.0 5465.0 230.0 22.0
unknown	rect	node:Outlined	596.0 5465.0 63.0 22.0
unknown	rect	node:Outlined	605.0 5468.0 45.0 16.0
unknown	rect	node:Not tiled	667.0 5465.0 62.0 22.0
unknown	rect	node:Not tiled	676.0 5468.0 44.4 16.0
unknown	rect	node:Display and gradienttoo large for a cach	884.0 5240.0 270.0 373.0
unknown	rect	node:Display and gradient	901.0 5257.0 236.0 24.0
unknown	rect	node:too large for a cache, and filled with a	901.0 5285.0 236.0 16.0
unknown	rect	node:116 pxAgrampRamped	901.0 5305.0 236.0 291.0
unknown	rect	node:116 pxAg	901.0 5317.0 236.0 166.0
unknown	rect	node:116 px	901.0 5317.0 236.0 17.0
unknown	rect	node:Ag	901.0 5338.0 236.0 145.0
unknown	rect	node:Ag	901.0 5338.0 159.0 145.0
unknown	rect	node:rampRamped	901.0 5495.0 236.0 101.0
unknown	rect	node:ramp	901.0 5495.0 236.0 16.0
unknown	rect	node:Ramped	901.0 5515.0 236.0 81.0
unknown	rect	node:Ramped	901.0 5515.0 227.0 81.0
unknown	rect	node:Spacingletter-spacing and word-spacing, 	24.0 5785.0 514.0 332.0
unknown	rect	node:Spacing	41.0 5802.0 480.0 24.0
unknown	rect	node:letter-spacing and word-spacing, against	41.0 5830.0 480.0 16.0
unknown	rect	node:normalTracking and wordsletter-spacing -	41.0 5850.0 480.0 250.0
unknown	rect	node:normalTracking and words	41.0 5862.0 480.0 51.0
unknown	rect	node:normal	41.0 5862.0 480.0 17.0
unknown	rect	node:Tracking and words	41.0 5883.0 480.0 30.0
unknown	rect	node:Tracking and words	41.0 5883.0 183.0 30.0
unknown	rect	node:letter-spacing -0.06emTracking and words	41.0 5925.0 480.0 50.0
unknown	rect	node:letter-spacing -0.06em	41.0 5925.0 480.0 16.0
unknown	rect	node:Tracking and words	41.0 5945.0 480.0 30.0
unknown	rect	node:Tracking and words	41.0 5945.0 160.0 30.0
unknown	rect	node:letter-spacing 0.32emTracking and words	41.0 5987.0 480.0 51.0
unknown	rect	node:letter-spacing 0.32em	41.0 5987.0 480.0 17.0
unknown	rect	node:Tracking and words	41.0 6008.0 480.0 30.0
unknown	rect	node:Tracking and words	41.0 6008.0 305.0 30.0
unknown	rect	node:word-spacing 1.4emTracking and words	41.0 6050.0 480.0 50.0
unknown	rect	node:word-spacing 1.4em	41.0 6050.0 480.0 16.0
unknown	rect	node:Tracking and words	41.0 6070.0 480.0 30.0
unknown	rect	node:Tracking and words	41.0 6070.0 239.0 30.0
unknown	rect	node:Decorationsolid, double, wavy, through, 	554.0 5785.0 314.0 245.0
unknown	rect	node:Decoration	571.0 5802.0 280.0 24.0
unknown	rect	node:solid, double, wavy, through, over, and 	571.0 5830.0 280.0 16.0
unknown	rect	node:underlineSolidDoubleWavythrough and over	571.0 5850.0 280.0 163.0
unknown	rect	node:underlineSolidDoubleWavy	571.0 5862.0 280.0 51.0
unknown	rect	node:underline	571.0 5862.0 280.0 17.0
unknown	rect	node:SolidDoubleWavy	571.0 5883.0 280.0 30.0
unknown	rect	node:Solid	571.0 5883.0 46.0 30.0
unknown	rect	node:Double	625.0 5883.0 68.0 30.0
unknown	rect	node:Wavy	701.0 5883.0 49.0 30.0
unknown	rect	node:through and overLine throughOverlineBoth	571.0 5925.0 280.0 88.0
unknown	rect	node:through and over	571.0 5925.0 280.0 16.0
unknown	rect	node:Line throughOverlineBoth at once	571.0 5945.0 280.0 68.0
unknown	rect	node:Line through	571.0 5945.0 121.0 30.0
unknown	rect	node:Overline	700.0 5945.0 79.0 30.0
unknown	rect	node:Both at once	571.0 5983.0 119.0 30.0
unknown	rect	node:Turned and still selectableclick either 	24.0 6133.0 1130.0 285.0
unknown	rect	node:Turned and still selectable	41.0 6150.0 1096.0 24.0
unknown	rect	node:click either one: the caret goes in fron	41.0 6178.0 1096.0 17.0
unknown	rect	node:Upright, and you can put the caret anywh	41.0 6199.0 1096.0 202.0
unknown	rect	node:Upright, and you can put the caret anywh	41.0 6211.0 1096.0 190.0
unknown	rect	node:Upright, and you can put the caret anywh	289.0 6268.0 300.0 75.0
unknown	rect	node:Turned fourteen degrees, and the caret s	589.0 6253.0 300.0 105.0
unknown	rect	node:One asset, four coloursthe same source, 	24.0 6434.0 514.0 372.0
unknown	rect	node:One asset, four colours	41.0 6451.0 480.0 24.0
unknown	rect	node:the same source, following the colour of	41.0 6479.0 480.0 16.0
unknown	rect	node:contextsstar on plainstar on rosestar on	41.0 6499.0 480.0 290.0
unknown	rect	node:contextsstar on plainstar on rosestar on	41.0 6511.0 480.0 105.0
unknown	rect	node:contexts	41.0 6511.0 480.0 17.0
unknown	rect	node:star on plainstar on rosestar on tealsta	41.0 6532.0 480.0 84.0
unknown	rect	node:star on plain	41.0 6532.0 65.0 84.0
unknown	rect	node:	41.0 6532.0 64.0 64.0
unknown	rect	node:	49.0 6540.0 48.0 48.0
unknown	rect	node:star on plain	41.0 6600.0 65.0 16.0
unknown	rect	node:star on rose	114.0 6532.0 64.0 84.0
unknown	rect	node:	114.0 6532.0 64.0 64.0
unknown	rect	node:	122.0 6540.0 48.0 48.0
unknown	rect	node:star on rose	115.0 6600.0 61.0 16.0
unknown	rect	node:star on teal	186.0 6532.0 64.0 84.0
unknown	rect	node:	186.0 6532.0 64.0 64.0
unknown	rect	node:	194.0 6540.0 48.0 48.0
unknown	rect	node:star on teal	188.0 6600.0 59.0 16.0
unknown	rect	node:star on ink	258.0 6532.0 64.0 84.0
unknown	rect	node:	258.0 6532.0 64.0 64.0
unknown	rect	node:	266.0 6540.0 48.0 48.0
unknown	rect	node:star on ink	262.0 6600.0 55.0 16.0
unknown	rect	node:inside a controlFavouriteOutline	41.0 6628.0 480.0 57.0
unknown	rect	node:inside a control	41.0 6628.0 480.0 17.0
unknown	rect	node:FavouriteOutline	41.0 6649.0 480.0 36.0
unknown	rect	node:Favourite	41.0 6649.0 132.0 36.0
unknown	rect	node:	58.0 6653.0 28.0 28.0
unknown	rect	node:Favourite	94.0 6657.0 62.2 20.0
unknown	rect	node:Outline	181.0 6649.0 118.0 36.0
unknown	rect	node:	198.0 6653.0 28.0 28.0
unknown	rect	node:Outline	234.0 6657.0 48.1 20.0
unknown	rect	node:sizes	41.0 6697.0 480.0 92.0
unknown	rect	node:sizes	41.0 6697.0 480.0 16.0
unknown	rect	node:	41.0 6717.0 480.0 72.0
unknown	rect	node:	41.0 6739.0 28.0 28.0
unknown	rect	node:	77.0 6729.0 48.0 48.0
unknown	rect	node:	133.0 6717.0 72.0 72.0
unknown	rect	node:Fitting a view boxone wide drawing in th	554.0 6434.0 314.0 634.0
unknown	rect	node:Fitting a view box	571.0 6451.0 280.0 24.0
unknown	rect	node:one wide drawing in three shapes of box	571.0 6479.0 280.0 16.0
unknown	rect	node:box shapesbanner in a squarebanner in a 	571.0 6499.0 280.0 552.0
unknown	rect	node:box shapesbanner in a squarebanner in a 	571.0 6511.0 280.0 286.0
unknown	rect	node:box shapes	571.0 6511.0 280.0 17.0
unknown	rect	node:banner in a squarebanner in a wide boxba	571.0 6532.0 280.0 265.0
unknown	rect	node:banner in a square	571.0 6532.0 97.0 116.0
unknown	rect	node:	572.0 6532.0 96.0 96.0
unknown	rect	node:	573.0 6533.0 96.0 96.0
unknown	rect	node:banner in a square	571.0 6632.0 97.0 16.0
unknown	rect	node:banner in a wide box	676.0 6556.0 144.0 68.0
unknown	rect	node:	676.0 6556.0 144.0 48.0
unknown	rect	node:	677.0 6557.0 144.0 48.0
unknown	rect	node:banner in a wide box	694.0 6608.0 108.0 16.0
unknown	rect	node:banner in a tall box	571.0 6656.0 99.0 141.0
unknown	rect	node:	597.0 6656.0 48.0 120.0
unknown	rect	node:	598.0 6657.0 48.0 120.0
unknown	rect	node:banner in a tall box	571.0 6780.0 99.0 17.0
unknown	rect	node:preserveAspectRatioaspect xMidYMid meeta	571.0 6809.0 280.0 242.0
unknown	rect	node:preserveAspectRatio	571.0 6809.0 280.0 16.0
unknown	rect	node:aspect xMidYMid meetaspect noneaspect xM	571.0 6829.0 280.0 222.0
unknown	rect	node:aspect xMidYMid meet	571.0 6829.0 144.0 69.0
unknown	rect	node:	571.0 6829.0 144.0 48.0
unknown	rect	node:	572.0 6830.0 144.0 48.0
unknown	rect	node:aspect xMidYMid meet	584.0 6881.0 118.0 17.0
unknown	rect	node:aspect none	571.0 6906.0 144.0 68.0
unknown	rect	node:	571.0 6906.0 144.0 48.0
unknown	rect	node:	572.0 6907.0 144.0 48.0
unknown	rect	node:aspect none	612.0 6958.0 62.0 16.0
unknown	rect	node:aspect xMinYMid meet	571.0 6982.0 144.0 69.0
unknown	rect	node:	571.0 6982.0 144.0 48.0
unknown	rect	node:	572.0 6983.0 144.0 48.0
unknown	rect	node:aspect xMinYMid meet	584.0 7034.0 118.0 17.0
unknown	rect	node:A ramp and a clipcolours the document br	884.0 6434.0 270.0 368.0
unknown	rect	node:A ramp and a clip	901.0 6451.0 236.0 24.0
unknown	rect	node:colours the document brings, through an 	901.0 6479.0 236.0 33.0
unknown	rect	node:two sizesin a tinted contextfacet on ros	901.0 6516.0 236.0 269.0
unknown	rect	node:two sizes	901.0 6528.0 236.0 132.0
unknown	rect	node:two sizes	901.0 6528.0 236.0 16.0
unknown	rect	node:	901.0 6548.0 236.0 112.0
unknown	rect	node:	901.0 6576.0 56.0 56.0
unknown	rect	node:	965.0 6548.0 112.0 112.0
unknown	rect	node:in a tinted contextfacet on rose	901.0 6672.0 236.0 113.0
unknown	rect	node:in a tinted context	901.0 6672.0 236.0 17.0
unknown	rect	node:facet on rose	901.0 6693.0 236.0 92.0
unknown	rect	node:facet on rose	901.0 6693.0 72.0 92.0
unknown	rect	node:	901.0 6693.0 72.0 72.0
unknown	rect	node:	909.0 6701.0 56.0 56.0
unknown	rect	node:facet on rose	903.0 6769.0 68.0 16.0
unknown	rect	node:A palette of its ownan illustration and 	24.0 7084.0 1130.0 271.0
unknown	rect	node:A palette of its own	41.0 7101.0 1096.0 24.0
unknown	rect	node:an illustration and an icon side by side	41.0 7129.0 1096.0 16.0
unknown	rect	node:the pair, twicepair on rosepair on teal	41.0 7149.0 1096.0 189.0
unknown	rect	node:the pair, twicepair on rosepair on teal	41.0 7161.0 1096.0 177.0
unknown	rect	node:the pair, twice	41.0 7161.0 1096.0 17.0
unknown	rect	node:pair on rosepair on teal	41.0 7182.0 1096.0 156.0
unknown	rect	node:pair on rose	41.0 7182.0 212.0 156.0
unknown	rect	node:	41.0 7182.0 212.0 136.0
unknown	rect	node:	53.0 7194.0 112.0 112.0
unknown	rect	node:	177.0 7218.0 64.0 64.0
unknown	rect	node:pair on rose	116.0 7322.0 62.0 16.0
unknown	rect	node:pair on teal	261.0 7182.0 212.0 156.0
unknown	rect	node:	261.0 7182.0 212.0 136.0
unknown	rect	node:	273.0 7194.0 112.0 112.0
unknown	rect	node:	397.0 7218.0 64.0 64.0
unknown	rect	node:pair on teal	338.0 7322.0 58.0 16.0
unknown	rect	node:Not tinted by its contextfour background	24.0 7371.0 514.0 224.0
unknown	rect	node:Not tinted by its context	41.0 7388.0 480.0 24.0
unknown	rect	node:four backgrounds, one unchanged picture	41.0 7416.0 480.0 17.0
unknown	rect	node:scenesscene on plainscene on rosescene o	41.0 7437.0 480.0 141.0
unknown	rect	node:scenesscene on plainscene on rosescene o	41.0 7449.0 480.0 129.0
unknown	rect	node:scenes	41.0 7449.0 480.0 16.0
unknown	rect	node:scene on plainscene on rosescene on teal	41.0 7469.0 480.0 109.0
unknown	rect	node:scene on plain	41.0 7469.0 88.0 109.0
unknown	rect	node:	41.0 7469.0 88.0 88.0
unknown	rect	node:	53.0 7481.0 64.0 64.0
unknown	rect	node:scene on plain	48.0 7561.0 74.0 17.0
unknown	rect	node:scene on rose	137.0 7469.0 88.0 109.0
unknown	rect	node:	137.0 7469.0 88.0 88.0
unknown	rect	node:	149.0 7481.0 64.0 64.0
unknown	rect	node:scene on rose	145.0 7561.0 72.0 17.0
unknown	rect	node:scene on teal	233.0 7469.0 88.0 109.0
unknown	rect	node:	233.0 7469.0 88.0 88.0
unknown	rect	node:	245.0 7481.0 64.0 64.0
unknown	rect	node:scene on teal	243.0 7561.0 68.0 17.0
unknown	rect	node:scene on ink	329.0 7469.0 88.0 109.0
unknown	rect	node:	329.0 7469.0 88.0 88.0
unknown	rect	node:	341.0 7481.0 64.0 64.0
unknown	rect	node:scene on ink	341.0 7561.0 64.0 17.0
unknown	rect	panel:Button	0.0 0.0 514.0 338.0
works	Button	every variant is laid out	6 of 6 present, missing []
works	Button	the sizes are three different heights	[30.0, 36.0, 42.0]
works	Button	the label is still in the tree, hovered	the hovered button still says Outline
works	Button	the label is still in the tree, focused	focus is on "Outline"
works	Button	a click puts focus on the button	focus went to "Outline"
works	Button	the disabled one is drawn as well as the enabled one	6 boxes say Default
unknown	rect	panel:Icon	0.0 0.0 314.0 183.0
works	Icon	the icons take up room	13 textless boxes inside the panel
unknown	rect	panel:Badge, label, separator	0.0 -354.0 314.0 312.0
works	Badge	all four are laid out	4 of 4
unknown	rect	panel:Avatar and skeleton	330.0 -354.0 270.0 267.0
works	Avatar	three avatars are laid out	3 of 3
unknown	rect	panel:Input and textarea	0.0 0.0 270.0 414.0
unknown	rect	field:name	17.0 120.0 236.0 36.0
works	Input	a click puts a caret in the field	the model reports Some(0..0)
works	Input	the click focuses the field	focus is on "Ada Lovelace"
works	Input	the caret lands where the click was, not at the end	the caret is at offset Some(0) of twelve characters
works	Input	typing reaches the field	the field now says "ZzAda Lovelace"
works	Input	the value survives losing focus	the typed text is still there
works	Input	the empty field holds no text of its own, which is what its placeholder rule matches on	the empty field is Some(Some(Rect { origin: Point { x: DevicePx(17.0), y: DevicePx(188.0), space: "device" }, size: Size { width: DevicePx(236.0), height: DevicePx(36.0), space: "device" }, space: "device" }))
unknown	rect	field:notes	17.0 325.0 236.0 72.0
works	Textarea	a long line goes in	61 characters are in the field
works	Textarea	the line wrapped rather than ran off the edge	the field is 72.0 device pixels tall and holds 61 characters
works	Textarea	a left-edge click on a wrapped row lands on that row rather than the end of the one above	the caret is at offset 31 of 61 characters
unknown	rect	panel:One-time code	0.0 0.0 514.0 159.0
works	InputOtp	six boxes are laid out	8 boxes of at most one character
works	InputOtp	typed digits land in the boxes	the boxes say "444222111333555"
unknown	rect	panel:Form	0.0 0.0 314.0 226.0
BROKEN	Form	submitting an invalid field says what is wrong	the field's own message is laid out
works	Form	the message goes when the field is put right	the message is gone
unknown	rect	panel:Checkbox	0.0 0.0 270.0 181.0
BROKEN	Checkbox	clicking the box focuses it	focus is on ""
works	Label	clicking a label moves focus to the control it names	focus is on ""
unknown	rect	panel:Radio and switch	0.0 0.0 514.0 189.0
works	RadioGroup	a click focuses a radio	focus is on Some(NodeId(doc 0, 4294967927))
BROKEN	RadioGroup	the right arrow moves to the next radio	focus went from Some(NodeId(doc 0, 4294967927)) to Some(NodeId(doc 0, 4294967927))
works	RadioGroup	walking wraps rather than stopping on the disabled one	focus is now Some(NodeId(doc 0, 4294967927))
BROKEN	Switch	clicking moves the thumb	the thumb was at None and is now at None
unknown	rect	panel:Toggle	0.0 0.0 314.0 230.0
works	Toggle	a click focuses the toggle	focus is on "I"
unknown	rect	panel:Slider	0.0 0.0 270.0 217.0
works	Slider	it starts at the value it was given	it reads Some(40.0)
unknown	rect	slider:track	17.0 98.0 236.0 20.0
works	Slider	a press on the track moves the value to that point	pressing three quarters along gave Some(75.0)
works	Slider	the right arrow moves it one step	Some(75.0) became Some(80.0) on one press, and the step is 5
works	Slider	home goes to the bottom of the range	home gave Some(0.0)
works	Slider	a drag that leaves the control still moves it	dragging to the middle and below gave Some(50.0)
unknown	rect	panel:Alert	-860.0 246.0 514.0 258.0
works	Alert	both tones are laid out	2 of 2
unknown	rect	panel:Card	-330.0 246.0 314.0 295.0
works	Card	the header, body and footer are all laid out	4 of 4 parts
unknown	rect	panel:Progress	0.0 0.0 270.0 201.0
works	Progress	the determinate bar starts where it was put	it reads Some("62%")
BROKEN	Progress	the bar is filled to the value it reports	the filled part is Some(1.0) of the track, and the value is 0.62
works	Progress	the buttons move it	two presses of More gave Some("82%")
BROKEN	Progress	the bar follows the value	the filled part is now Some(1.0)
BROKEN	Progress	the indeterminate bar animates	over 1.5s and 92 frames the moving part went from None to None
unknown	rect	panel:Toast	0.0 0.0 514.0 151.0
works	Toast	announcing one puts it on the screen	the toast's description is laid out
works	Toast	a second one stacks with the first	2 toasts are on the screen
unknown	rect	panel:Accordion	0.0 0.0 314.0 309.0
works	Accordion	the item it opened with is open	the shipping answer is laid out
BROKEN	Accordion	the items it did not open with are closed	the returns answer produces no box
works	Accordion	clicking a trigger opens its answer	the returns answer is laid out after the click
BROKEN	Accordion	opening one closes the one that was open	the shipping answer produces no box any more
works	Accordion	the down arrow walks to the next trigger	focus went from Some(NodeId(doc 0, 4294968314)) to Some(NodeId(doc 0, 4294968332))
works	Accordion	Enter opens what the arrows walked to	the support answer is laid out
unknown	rect	panel:Collapsible	0.0 0.0 270.0 132.0
BROKEN	Collapsible	it starts folded	the content produces no box
works	Collapsible	clicking unfolds it	the content is laid out
BROKEN	Collapsible	clicking again folds it back	the content produces no box again
unknown	rect	panel:Tabs	0.0 0.0 514.0 165.0
works	Tabs	the panel it opened on is the only one showing	the profile panel is laid out and the billing one is not
works	Tabs	clicking a tab shows its panel and hides the other	the billing panel is laid out and the profile one is not
works	Tabs	the left arrow moves between tabs	focus went from "Billing" to "Profile"
works	Tabs	the arrows activate as they move	moving back to Profile showed the profile panel
works	Tabs	the disabled tab is never landed on	two rights from Profile landed on "Profile"
unknown	rect	panel:Dialog	0.0 0.0 314.0 236.0
works	Dialog	the trigger opens it	the dialog's title is laid out
works	Dialog	Tab is trapped inside the modal	12 tabs left the dialog 0 times; they landed on ["", "Pound sterling", "Cancel", "Rename", "", "", "Pound sterling", "Cancel", "Rename", "", "", "Pound sterling"]
works	Select	it opens inside a dialog	the list's other items are laid out
works	Select	Escape closes the list and not the dialog	after one Escape the list is closed and the dialog is still open
works	Dialog	the second Escape closes the dialog	the dialog's title produces no box
unknown	rect	panel:Collapsible	0.0 0.0 270.0 132.0
BROKEN	Overlay	the page still takes a pointer after a dialog closed with Escape	a click on the page's collapsible did nothing, so something is over it
unknown	rect	panel:Dialog	0.0 0.0 314.0 236.0
works	AlertDialog	it opens	the title is laid out
works	AlertDialog	cancelling closes it	the title produces no box
unknown	rect	panel:Collapsible	0.0 0.0 270.0 132.0
BROKEN	Overlay	the page still takes a pointer after an alert dialog	a click on the page's collapsible did nothing, so something is over it
unknown	rect	panel:Sheet and drawer	0.0 0.0 270.0 219.0
works	Sheet	it opens	the sheet's title is laid out
BROKEN	Sheet	it arrives on the side it was asked for	its title is at x Some(592.0)
